id,text,label_id,label_text
17562,The judgment nisi entered against the principal and sureties on the bond recites that the judgment would be made final unless good cause be shown by the surities on said bond why the defendant did not appear by “filing a written answer at or before 10:00 o’clock A.M. of the Monday next after the expiration of 20 days after the date of service of Scire Facias or citation :J: * *,7,Invalid sentences
17565,"The judgment nisi entered in the instant case does not comply with the statute, is clearly void and cannot support the final judgment from which appellant prosecutes the appeal.",4,Analysis
17479,The judgment nisi recites that the name of the principal was called distinctly at the door of the court house.,1,Facts
17382,The jury chose to accept Butler’s testimony and the evidence is sufficient to sustain the verdict.,5,Conclusion
17781,The jury chose-to resolve the disputed issue of intoxication against the appellant and we find the evidence sufficient to sustain its verdict.,5,Conclusion
17713,"The motion for new trial alleged that the juror “was permitted to sit at a table with the matron in charge and two other persons, and there visited and carried on a conversation with said persons.”",1,Facts
17559,The motion for rehearing is overruled.,5,Conclusion
17819,The motion was supported by affidavits from two of the jurors.,1,Facts
17835,"The next witness, J. W. Mann, testified that his first ballot was for forty years; that he heard the Selby murder case mentioned only after they (the jury) had cast several ballots and had found appellant guilty; that Selby had been given a life sentence “and could get out in 7 or 8 years”; that before the jury arrived at a unanimous sentence of life there was a discussion as to the meaning of “life” being seven or eight years.",1,Facts
17831,"The next witness, Mrs. Richardson, testified that the Selby murder case, which had .recently beenrtried, “was mentioned as an example” in the discussion as to punishment; that the first few times the jurors voted there were over three in favor of a two-to-five year sentence, some for five to ten years, “some 10; some 25, some life, two or three death.”",1,Facts
17410,The objection was that the state had not proved up the chain of custody of the blood sample analyzed; had failed to lay a predicate for the admissibility of such testimony and that anything Dr. Mason testified to regarding the sample would be hearsay.,2,Issue
17621,"The offense is driving while intoxicated, a felony; the punishment, six months in jail and a fine of $500.00.",3,Rule/Law/Holding
17641,"The offense is the possession of heroin; the punishment, 10 years.",3,Rule/Law/Holding
17377,"The offense is the sale of whisky in a dry area; the punishment, 45 days in jail and a fine or $550.00.",3,Rule/Law/Holding
17422,The only content of the report which could be said to contradict appellant and sustain Dr. Gibbons and the record he made and testified from is that relating to the antiseptic used to cleanse the arm.,4,Analysis
17588,"The other two, Herschel Vick",7,Invalid sentences
17758,The physician further testified that death resulted from the two gun shot wounds in the abdomen.,1,Facts
17756,The pistol was identified at the trial as the one used to shoot the deceased.,1,Facts
17664,The power of this court and the judges thereof in mandamus proceedings is confined to the issuance of such writs where deemed necessary to enforce the jurisdiction of this court.,4,Analysis
17777,The prior misdemeanor conviction of appellant for driving while intoxicated was stipulated.,1,Facts
17627,"The prior misdemeanor conviction was established, and the plea of guilty judgment in said cause was introduced.",1,Facts
17742,The prior opinion is withdrawn and the following is substituted therefor.,1,Facts
17517,The prior opinion is withdrawn.,5,Conclusion
17523,The proof shows that the appellant first gave the injured party a check for $7 and received in return a ring and $2 in cash.,1,Facts
17613,"The prosecuting witness testified that she was the stepdaughter of the appellant, but she did not testify to any act of sexual intercourse with him.",1,Facts
17512,"The prosecuting witness, Hill, testified that the cash market value of the automobile was “between two and a quarter and three hundred dollars.”",1,Facts
17498,"The prosecuting witness, Joseph H. Hill, a used-car-dealer in the city of El Paso, testified that, on the date alleged, the appellant came to his place of business and negotiated with him for the purchase of a 1952 Hudson automobile; that in the transaction appellant signed and delivered a check to him in the amount of $175 drawn on the First State Bank of Abilene in which bank appellant represented he had an account; and that after delivering the check, appellant left with the automobile.",1,Facts
17532,"The prosecutrix, age sixteen, testified that the appellant was her father and that he had had sexual intercourse with her since she was 10 or 11 years of age, and that such acts, at times, were as frequent as twice a month including an act on or about April 2,1957 as alleged in the indictment.",1,Facts
17702,"The question to which the state’s objection was sustained was: “Mrs. Williams, from what you have observed and seen your son do under these conditions, do you have an opinion as to whether or not he knows the difference between right and wrong at the time he may be seized with these spells you testified to ?”",1,Facts
17582,The recognizance entered into by the appellant and his sureties does not state that they personally appeared in open court when the recognizance was made.,4,Analysis
17569,"The record before us reveals that appellant was on May 8, 1959, found guilty of felony theft and sentenced to five years; the execution of such sentence was probated upon condition that he would not violate the laws of this state.",1,Facts
17684,"The record contains no formal bills of exception, and the appellant has not favored us with a brief.",4,Analysis
17806,The record reflects no formal bill nor informal bill of exception.,4,Analysis
17799,"The record reflects that, on cross-examination of the witness, appellant first inquired of him as to the details of a conversation which he had with appellant at the scene of the collision.",1,Facts
17789,"The record shows that prior to the return of the indictment against appellant at the August 1959 term of the Criminal District Court, the Judges of Criminal District Court, Criminal District Court No. 3, and Criminal District Court No. 2 of Harris County, in the order named, had appointed grand jury commissioners to select grand juries for the November 1958, February 1959, and May 1959 terms of said courts.",1,Facts
17784,The record shows that the indictment was returned against appellant by a grand jury which was empaneled at the August 1959 term of the Criminal District Court of Harris County.,1,Facts
17662,The relief to which appellant appears to be entitled is one appropriate to a mandamus proceeding in a proper court to require the county judge to permit the amendment of the bond.,3,Rule/Law/Holding
17599,The remaining charge against him in the indictment is that,7,Invalid sentences
17709,The remaining claim for reversal is the contention that the court erred in overruling appellant’s motion for new trial based upon the fact that a member of the jury separated from other jurors and visited the drug store during the trial.,1,Facts
17413,"The report showed to have been signed by Police Officer Morris who, according to the report, was present when the blood was extracted by Dr. Gibbons in the Emergency Room.",4,Analysis
17821,The same two jurors who had executed affidavits in support of appellant’s motion for new trial were among the seven testifying at the hearing of the motion.,1,Facts
17715,The separation of a part of the jury with an officer is not cause for reversal if no probable injury is shown.,3,Rule/Law/Holding
17492,The sole ground advanced for setting aside the court’s order revoking probation is that the conviction for aggravated assault has not become final.,4,Analysis
17860,The sole question presented for review is the sufficiency of the evidence to support the conviction.,5,Conclusion
17412,"The specimen which was analyzed after being taken from the locked box by Dr. Mason was identified by the paper wrapped about the container which contained information corresponding to the hospital records from which Dr. Gibbons testified, and which became a part of the records of the hospital, which Dr. Mason exhibited to counsel at the trial and from which he testified.",4,Analysis
17502,The state also introduced in evidence certain,7,Invalid sentences
17822,"The state answered, controverting appellant’s motion, and in support of its answer attached thereto affidavits from all seven of the jurors who testified in the hearing upon such motion.",1,Facts
17825,The state did not directly nor conclusively controvert appellant’s fact issues — unless resort is to be made to the affidavits attached to the state’s answer and the statement of facts adduced at the hearing for new trial is to be disregarded.,4,Analysis
17533,The state offered proof showing the making by appellant of voluntary written statement to the sheriff pertaining to the offense charged in this case and it was admitted in evidence.,1,Facts
17595,The state proved that he stopped and remained at the scene of the accident until after an ambulance had been called to remove the bodies of the two victims.,4,Analysis
17760,The state takes the position that the refusal to so charge was not error because the evidence does not raise any of these issues.,5,Conclusion
17534,The statement shows that the appellant had acts of sexual intercourse with the prosecutrix.,1,Facts
17433,"The state’s evidence shows that on the date alleged in the indictment the state’s witness, Everett Armstrong, while working undercover in the capacity of special employee for a Federal Narcotic Agent, went to the appellant’s apartment in the city of Houston.",1,Facts
17676,"The state’s further testimony reflects that appellant kicked Officer Trickett across the room, knocking him down; that the officer became violently ill and vomited, not knowing what happened from then on except that the other two officers took him to a hospital, where he spent the rest of the night and the next day.",1,Facts
17667,The state’s testimony reflects the following:,6,Others
17790,The statute creating Criminal District Courts Nos.,7,Invalid sentences
17463,"The testimony of Armstrong showing prior transactions with appellant was admitted to rebut such theory, and to rebut the defensive theory that appellant had no intent to possess heroin and possessed it only because she was induced to do so by Armstrong.",4,Analysis
17744,"The testimony of the state shows that during the morning of March 12,1959 appellant’s brother Robert Williams, the deceased and several other colored men, were engaged in a dice game.",1,Facts
17454,The testimony was admitted by the court on the issue of appellant’s intent in the transaction and in his charge the Court limited the jury’s consideration of such testimony to solely the purpose for which it was admitted.,2,Issue
17577,"The trial court had the right to disbelieve the testimony of appellant and his witness, and his order indicates that he did.",5,Conclusion
17823,The two affiants whose affidavits were attached to the motion for new trial executed the instruments on August 19 and,7,Invalid sentences
17638,The two items of evidence which he tendered were in existence prior to the time of trial and were cumulative of the evidence adduced at the trial and were therefore not such newly discovered evidence as to call for a new trial.,5,Conclusion
17586,The undisputed evidence shows that a 1951 Ford automobile traveling at a high rate of speed struck a 1955 Ford automobile which had just been pulled out of the ditch.,1,Facts
17385,The undisputed evidence shows that appellant was driving an automobile upon a public highway and was involved in a collision with another automobile.,1,Facts
17379,The whisky was introduced in evidence.,1,Facts
17670,"The wife was sobbing and talking excitedly, saying that her husband was in the house.",1,Facts
17622,"The witness Boswell testified that, while he was driving a gasoline tank truck and while halted at an intersection in obedience to a red light, an automobile ran into the rear of his truck; that he immediately went to investigate and found appellant seated in the driver’s seat of the automobile which had collided with him.",1,Facts
17827,"The witness Goode testified, without dispute, that he and the other jurors voted by the secret code system; that they first determined appellant’s guilt and then on the first ballot or so there was a rather wide variance in the verdict, some being for a suspended sentence, some up to several years, some up to life imprisonment, and two or three for the electric chair; that after this vote, and before a unanimous decision the jurors discussed what “life in the penitentiary” meant, and interpreted it as meaning confinement in the penitentiary for seven or eight years; and that the Selby murder case was mentioned.",1,Facts
17671,"The witness Trickett testified that she gave the officer permission to go inside, where they found appellant lying on a bed.",1,Facts
17596,"The witness William C. Robinson, called by the state, testified that he and his wife came upon the scene of the accident about 8:50 P.M., that they got out of their car and “walked over to the spot where the bodies were lying * * * The first thing I said when I walked up there, I asked someone, I don’t recall who it was, if an ambulance and the police had been called, and they said yes.",1,Facts
17834,The witness further stated that he recalled the Selby case coming up before any vote was ever taken on a verdict.,1,Facts
17833,The witness repeated that the Selby case was mentioned only in that one instance in a two or three-mimite discussion as to how much time a person would have to serve if he got “life.”,1,Facts
17436,"The witness stated that he then returned to the apartment and appellant remained downstairs; that in some 15 or 20 minutes appellant came up to the apartment and asked him for $21 which he gave her; that after appellant left, he looked out of the window and saw a Mexican man drive up in an automobile and m some 2 or 3 minutes appellant returned to the apartment with a Mexican woman; that the Mexican woman then gave the appellant a piece of paper and, after the woman left, appellant handed the witness a red cellophane package which contained 3 capsules.",1,Facts
17499,"The witness testified that he then mailed the check direct to the bank upon which it was 'drawn, that it was returned to him unpaid, and that he had never received any money for the automobile.",1,Facts
17434,"The witness testified that upon arriving at the apartment he asked appellant if she could “score” for him which meant that she would pick up some heroin for him; that appellant replied that she could, but would have to make a telephone call; that they then went downstairs and walked to a telephone booth which appellant entered and placed a call; that after appellant came out of the booth, he asked her, “How is everything” to which she replied, “Okay.",1,Facts
17376,The writ of habeas corpus is granted and realtor is ordered released from further confinement under said sentence and delivered to the sheriff of Jefferson County to await the further orders of the Criminal District Court of said County in Cause No. 18162.,5,Conclusion
17549,The “objection” which assigned no grounds to support it was overruled and the motion for a mistrial was not ruled on by the court or again mentioned or considered.,5,Conclusion
17550,The “test” and what happened in Lubbock where he went for a test and where the statement was written was shown by appellant’s testimony and the testimony of other witnesses without objection.,1,Facts
17471,There is no showing that such motion was ever presented to or acted upon by the trial court.,1,Facts
17618,There must be extrinsic corroborative evidence in addition to the confession and admissions in order to snpport the conviction.,4,Analysis
17591,"There was evidence sufficient to establish that the 1951 Ford belonged to appellant, but no witness testified that he was driving or was in control of said 1951 Ford when it struck and injured the boys.",1,Facts
17430,"There was no locked receptacle to safeguard blood samples, and the sample was identified only by the name N. Brown, the defendant being Nauflet Brown, who did not testify.",1,Facts
17739,There was sufficient evidence introduced without objection to sustain the allegation of the complaint and information as to the prior convictions.,5,Conclusion
17600,"There were others present with other vehicles who, had it been necessary or proper for the boys to have been carried to a physician or surgeon or to a hospital, could and no doubt would have performed this service.",1,Facts
17727,There were two safes in the drugstore.,1,Facts
17772,"Therefore, the failure to give the requested charge was not error.",5,Conclusion
17544,"These motions to strike the testimony catae too late, hence no error is presented .",5,Conclusion
17644,They testified that Agent Bland first left the automobile and walked in the direction of the intersection of Zarzamora and Guadalupe Streets,1,Facts
17669,"They were met by appellant’s wife, coming around the house with a small child.",1,Facts
17719,This automobile was borrowed by James Lyles.,1,Facts
17844,This court held that the statements made in the jury room were not untrue and that appellant was not harmed thereby.,1,Facts
17663,This court’s jurisdiction in appeals in causes originating in the corporation court is limited to convictions where the fine assessed in the county court exceeds $100.,1,Facts
17518,"This is a conviction for unlawfully passing a worthless check, a misdemeanor with punishment assessed at 10 days in jail and a fine of $25.",3,Rule/Law/Holding
17561,"This is an appeal by Chester A. Oehler, as a surety upon the appearance bond of William Hood, from a final judgment of",7,Invalid sentences
17568,This is an appeal from an order revoking probation.,1,Facts
17490,This is an appeal from said order revoking probation.,1,Facts
17581,This is an appeal from the order entered in a habeas corpus proceeding.,1,Facts
17578,This review is limited to determining whether the trial judge abused his discretion in revoking probation.,1,Facts
17395,"Thomas J. Hill, who also witnessed the accident, testified that it appeared to him that appellant had been drinking.",1,Facts
17609,"Though he did choose to return to to the scene as a spectator prior to the removal of the bodies, his own witness admitted that she did not see appellant “at any time attempting to render any aid” or “making any arrangements at all to assist.”",4,Analysis
17714,"To sustain such allegation appellant interrogated the juror, but made no inquiry as to whether she “visited or carried on a conversation” with anyone, except that he brought out from the juror her testimony that there was no conversation about the case at all, and that she did not discuss the case with anyone while she was in the drug store.",1,Facts
17592,"To sustain the allegations of the indictment it was incumbent upon the state to show either that the defendant was driving the automobile which struck and injured Thomas Abner Langford, or that he was so acting as to be a principal with the driver of said car.",1,Facts
17548,To this answer appellant’s counsel stated: “I object at this time to the testimony of Mr. Andrews and move for a mistrial on the ground that he has injected the question of a lie detector test.”,1,Facts
17626,"Toxicologist Metz testified that an examination of the specimen of appellant’s blood showed that it contained .165 percent of alcohol, which, according to standards set by the American Medical Association and the National Safety Council, indicated intoxication.",1,Facts
17438,Treasury Department showed that they contained heroin.,1,Facts
17372,"Trial in said cause was before the court, a jury being waived.",1,Facts
17675,"Trickett also testified that he and Officer Sterling, both wearing a badge and a gun, were attempting to arrest the appellant for the assault made upon his wife in their presence.",1,Facts
17733,Two prior convictions for possession of policy paraphernalia were alleged for enhancement of punishment purposes.,1,Facts
17642,"U. S. Narcotic Agent Frost and Officer Ortiz of the San Antonio police narcotic division testified that, in company with U. S.",7,Invalid sentences
17442,"Under the record presented, we find the evidence sufficient to sustain the conviction.",5,Conclusion
17455,"Under the record, with entrapment interposed as a defense, the evidence of prior sales of heroin by appellant to the witness, although extraneous offenses, was admissible on the issue of her intent.",5,Conclusion
17850,"Under this record, we are of the opinion that the incorrect statements made by the various jurors in their discussions and the subsequent vote on the part of some of the jurors to increase the penalty constituted misconduct to the extent that this appellant has not received a fair and impartial trial.",5,Conclusion
17708,We also overrule the contention that an issue should have been submitted to the jury as to whether or not a conspiracy to commit the burglary and theft existed.,5,Conclusion
17445,"We are unable to agree that the evidence shows entrapment of appellant, as a matter of law, in commission of the offense.",5,Conclusion
17793,We are unable to agree with appellant that the provision in the statute that the judges shall “successively appoint” the grand jury commissioners and empanel grand juries means appointment of the grand jury commissioners and empanelment of the grand juries by the district judges in consecutive numerical order - of the courts over which they preside.,5,Conclusion
17665,We are without jurisdiction to enter any order herein other than to dismiss the appeal.,5,Conclusion
17861,We call attention to the evidence as to the comparison of the plaster cast with appellant’s shoe plus the fact that appellant gave a fictitious address when he sold the cattle.,4,Analysis
17723,We climbed up the drain pipe.,1,Facts
17728,We didn’t fool with the locked safe.,1,Facts
17842,We do not feel that the question here presented is in any way identical with the facts in Montello.,5,Conclusion
17656,"We do, however, conclude that the evidence as hereinbefore stated was sufficient to corroborate Tafolla’s testimony and to support this conviction under the charge as given.",5,Conclusion
17721,We drove around and seen the drug store.,1,Facts
17511,We find no merit in appelant’s contention that the state failed to prove the value of the stolen automobile.,5,Conclusion
17451,We find no merit in appellant’s contention that the evidence is insufficient to show that she possessed the capsules of heroin because the testimony showed that she only had them in her possession for approximately 25 seconds before delivering them to the state’s witness.,5,Conclusion
17794,"We find no merit in appellant’s contention that, because the order transferring the cause from Criminal District Court No. 2 to Criminal District Court did not recite that it was transferred with consent of the court, the order was void by reason of the provision of Article 52-158b, sec.",7,Invalid sentences
17807,We find no merit in appellant’s contention.,5,Conclusion
17579,We find the evidence set forth above to show no abuse of discretion.,5,Conclusion
17640,"We find the evidence sufficient to support the conviction and no reversible error appearing, the judgment of the trial court is affirmed.",5,Conclusion
17507,We first overrule appellant’s contention that the evidence is insufficient to sustain the conviction.,5,Conclusion
17722,We got out of the car and went to the back of the store.,1,Facts
17558,We have again reviewed the record in the light of appellant’s,7,Invalid sentences
17593,"We held in the' last cited case that proof that the defendant owned the truck involved in an accident was not evidence of an incriminating character which tended to connect him with the commission of the offense of failing to stop and render aid, and was insufficient to corroborate the testimony of an accomplice witness who testified he was the driver.",4,Analysis
17655,We need not pass upon the question as to whether or not Tafolla was an accomplice witness because the trial court instructed the jury that he was and further charged them on the law of circumstantial evidence.,4,Analysis
17824,We observe that all the affidavits attached to the state’s answer are practically identical in length and in meaning.,1,Facts
17514,"We overrule appellant’s contention that the court erred in permitting the state to make proof of the prior alleged conviction and in identifying him as the person so convicted by introducing in evidence the certified copies of the indictment, judgment, sentence, and commitment in the prior case, together with the authenticated prison records and the evidence of fingerprint",5,Conclusion
17707,We overrule the contention that the stolen property and tools recovered were inadmissible.,5,Conclusion
17633,We shall discuss the question raised by brief and in argument.,1,Facts
17720,"We stopped several places to have a beer and we arrived in Anahuac, Texas, about 12:30 A.M. on Saturday, October 10, 1959.",1,Facts
17726,"We took a portable radio, cigrette lighters and a watch, necklaces and other costume jewelry.",1,Facts
17725,We took all the narcotics we could find.,1,Facts
17411,"What appellant conceives to be the missing proof is how the blood taken from appellant’s arm got from the Emergency Room, where it was extracted, to the locked box in the Emergency Labratory some 30 or 40 féet away.",2,Issue
17419,When Dr. Mason was asked to read it before the jury appellant’s objection: “I would like to have a predicate laid for this” was sustained.,5,Conclusion
17706,"When Lyles made a statement to the officers and pointed out the stolen property, and the tools used, the property jointly stolen had not been finally disposed of.",1,Facts
17753,"When Robert moved back from the deceased, a bystander told appellant, who was still waving his gun, not to shoot the deceased, and appellant replied, “You hush, because I will shoot you too,” and then appellant shot the deceased, and after the deceased had turned and was walking away, the appellant again shot him.",1,Facts
17672,"When they turned a flashlight on him, appellant jumped up and started cursing loudly, using very vile language, and grabbed a .22 rifle.",1,Facts
17767,"While Robert and the deceased exchanged blows, Robert placed the money in his left coat pocket which the deceased tore off, but Robert did not see the money fall out.",1,Facts
17766,"While the deceased was forcing him outside, Robert’s pistol began to slip from him and the appellant took it.",1,Facts
17444,"While the indictment charged the appellant in separate counts with both an unlawful sale and possession of the herion, the court submitted only the issue of unlawful possession to the jury.",5,Conclusion
17751,"While they were in a clinch on the outside, Robert had some money in his hand and the deceased was saying, “Pay me my money.”",1,Facts
12241,With such contention we do not agree.,1,Facts
17813,"Without a further description, the accused was not put on notice as to what he was alleged to have taken by force.",1,Facts
17776,"Witnesses called by the state, who observed appellant at the scene after the collision, testified that they could smell alcohol on his breath; that he walked “very unstable,” “staggering”; that he talked “incoherent,” with a “thick speech”; and expressed the opinion that at such time he was intoxicated.",1,Facts
17405,"a stretcher, in the Emergency Room; that later a policeman, nurse and doctor came up and “asked me if I wanted to take a blood test * * * I said yes” *** and that the doctor extracted blood from his left arm after washing if with what smelled like alcohol.",7,Invalid sentences
17830,"pen” and that a life sentence, with good behavior, would mean seven or eight years; that they, the jurors, then arrived at a verdict of life imprisonment.",7,Invalid sentences
17403,that he told his wife “we would just sit in the car until the ambulance came.”,1,Facts
17374,"were not complied with, and the attorney for the state did not sign and file consent and approval to the waiver of a jury.",7,Invalid sentences
17396,"“He wasn’t walking too good,” he might have been dazed.",1,Facts
17717,"“James Lyles and myself left Houston about 10:00 P.M. on Friday, October 9, 1959, and from a drugstore located at Navigation and Wayside.",1,Facts
